interpro_id,keywords
IPR000244,"large,ribosomal,bl9,large ribosomal,ribosomal subunit,subunit protein,protein bl9,structural,constituent,ribosome,structural constituent,constituent of,of ribosome,translation,ribosome,structural,structural molecule,molecule activity,peptide,peptide metabolic,peptide,peptide biosynthetic,non,intracellular non,non membrane,amide,amide biosynthetic,structural,constituent,ribosome,structural constituent,constituent of,of ribosome,translation,amide,amide metabolic,non,non membrane,ribosome"
IPR000245,"atpase,proteolipid,v atpase,atpase proteolipid,proteolipid subunit,proton,transporting,atpase,proton transporting,transporting atpase,atpase activity,rotational,mechanism,rotational mechanism,proton,proton transmembrane,transmembrane transport,proton,transporting,atpase,proton transporting,transporting v,v type,type atpase,v0,v0 domain,transmembrane transporter,transporter activity,transmembrane transport,atpase,coupled,atpase coupled,coupled ion,ion transmembrane,transmembrane transporter,transporter activity,inorganic,inorganic cation,cation transmembrane,transmembrane transport,atpase,coupled,atpase coupled,coupled transmembrane,transmembrane transporter,transporter activity,membrane protein,protein complex,atpase,atpase complex,proton,transporting,two,sector,atpase,proton transporting,transporting two,two sector,sector atpase,atpase complex,proton,transporting,proton transporting,transporting domain,inorganic,inorganic molecular,molecular entity,entity transmembrane,transmembrane transporter,transporter activity,atpase,coupled,monoatomic,atpase coupled,coupled monoatomic,monoatomic cation,cation transmembrane,transmembrane transporter,transporter activity,proton,transporting,atpase,proton transporting,transporting v,v type,type atpase,v0,v0 domain,inorganic,inorganic cation,cation transmembrane,transmembrane transporter,transporter activity,proton,transporting,atpase,proton transporting,transporting atpase,atpase activity,rotational,mechanism,rotational mechanism,active,monoatomic,active monoatomic,monoatomic ion,ion transmembrane,transmembrane transporter,transporter activity,monoatomic,monoatomic cation,cation transport,monoatomic,monoatomic ion,ion transmembrane,transmembrane transporter,transporter activity,monoatomic,monoatomic cation,cation transmembrane,transmembrane transporter,transporter activity,atpase,atpase activity,coupled,movement,ions,coupled to,to transmembrane,transmembrane movement,movement of,of ions,rotational,mechanism,rotational mechanism,active,active transmembrane,transmembrane transporter,transporter activity,atp dependent,dependent activity,proton,transporting,two,sector,atpase,proton transporting,transporting two,two sector,sector atpase,atpase complex,proton,transporting,atpase,proton transporting,transporting v,v type,type atpase,atpase complex,active,primary active,active transmembrane,transmembrane transporter,transporter activity,monoatomic,monoatomic ion,ion transmembrane,transmembrane transport,catalytic complex,inorganic,inorganic ion,ion transmembrane,transmembrane transport,transporter activity,proton,proton transmembrane,transmembrane transporter,transporter activity,proton,proton transmembrane,transmembrane transport,monoatomic,monoatomic ion,ion transport,monoatomic,monoatomic cation,cation transmembrane,transmembrane transport"
IPR000246,"peptidase,t2,peptidase t2,asparaginase,asparaginase 2"
IPR000248,"angiotensin,ii,angiotensin ii,ii receptor,receptor family,coupled,pathway,g protein,protein coupled,coupled receptor,receptor signaling,signaling pathway,communication,cell communication,signal,transduction,signal transduction,coupled,pathway,g protein,protein coupled,coupled receptor,receptor signaling,signaling pathway"
IPR000253,"forkhead,fha,forkhead associated,associated fha,fha domain,protein binding,protein binding"
IPR000254,"cellulose,cellulose binding,fungal,cellulose,cellulose binding,carbohydrate metabolic,extracellular,region,extracellular region,polysaccharide,polysaccharide binding,extracellular,region,extracellular region,cellulose,cellulose binding,carbohydrate metabolic,carbohydrate binding"
IPR000257,"uroporphyrinogen,decarboxylase,uro,uroporphyrinogen decarboxylase,decarboxylase uro,uro d,uroporphyrinogen,decarboxylase,uroporphyrinogen decarboxylase,decarboxylase activity,porphyrin,porphyrin containing,lyase,carbon carbon,carbon lyase,lyase activity,tetrapyrrole,tetrapyrrole biosynthetic,carboxy,lyase,carboxy lyase,lyase activity,porphyrin,porphyrin containing,uroporphyrinogen,decarboxylase,uroporphyrinogen decarboxylase,decarboxylase activity,porphyrin,porphyrin containing,lyase,lyase activity,tetrapyrrole,tetrapyrrole metabolic"
IPR000258,"bacterial,ice,nucleation,bacterial ice,ice nucleation,octamer,repeat,octamer repeat,outer,cell outer,outer membrane,outer,outer membrane,outer,cell outer,outer membrane,envelope,cell envelope,envelope,external,encapsulating,external encapsulating,encapsulating structure,periphery,cell periphery"
IPR000260,"nadhubiquinone,chain,nadhubiquinone oxidoreductase,oxidoreductase chain,chain 4"
IPR000261,"eh,eh domain,protein binding,protein binding"
IPR000264,"albafpvdb,extracellular,space,extracellular space,extracellular,region,extracellular region,extracellular,space,extracellular space"
IPR000265,"prostanoid,ep3,prostanoid ep3,ep3 receptor,prostaglandin,prostaglandin e,e receptor,receptor activity,coupled,pathway,g protein,protein coupled,coupled receptor,receptor signaling,signaling pathway,prostaglandin,prostaglandin receptor,receptor activity,prostanoid,prostanoid receptor,receptor activity,communication,cell communication,signal,transduction,signal transduction,icosanoid,icosanoid receptor,receptor activity,transmembrane signaling,signaling receptor,receptor activity,transducer,molecular transducer,transducer activity,signaling receptor,receptor activity,prostaglandin,prostaglandin e,e receptor,receptor activity,coupled,pathway,g protein,protein coupled,coupled receptor,receptor signaling,signaling pathway,coupled,g protein,protein coupled,coupled receptor,receptor activity"
IPR000266,"ribosomal,us17,small ribosomal,ribosomal subunit,subunit protein,protein us17,structural,constituent,ribosome,structural constituent,constituent of,of ribosome,translation,ribosome,structural,structural molecule,molecule activity,peptide,peptide metabolic,peptide,peptide biosynthetic,non,intracellular non,non membrane,amide,amide biosynthetic,structural,constituent,ribosome,structural constituent,constituent of,of ribosome,translation,amide,amide metabolic,non,non membrane,ribosome"
IPR000269,"copper,amine,oxidase,copper amine,amine oxidase,copper,copper ion,amine,oxidase,primary amine,amine oxidase,oxidase activity,quinone,quinone binding,amine,amine metabolic,the,ch,nh2,donors,on the,the ch,ch nh2,nh2 group,group of,of donors,cation binding,copper,copper ion,the,ch,nh2,donors,on the,the ch,ch nh2,nh2 group,group of,of donors,oxygen,acceptor,oxygen as,as acceptor,transition,transition metal,quinone,quinone binding,amine,oxidase,primary amine,amine oxidase,oxidase activity,amine,amine metabolic"
IPR000270,"pb1,pb1 domain,protein binding,protein binding"
IPR000271,"large,ribosomal,bl34,large ribosomal,ribosomal subunit,subunit protein,protein bl34,structural,constituent,ribosome,structural constituent,constituent of,of ribosome,translation,ribosome,structural,structural molecule,molecule activity,peptide,peptide metabolic,peptide,peptide biosynthetic,non,intracellular non,non membrane,amide,amide biosynthetic,structural,constituent,ribosome,structural constituent,constituent of,of ribosome,translation,amide,amide metabolic,non,non membrane,ribosome"
IPR000272,"ion transport,transport regulator,fxyd,fxyd family,channel,ion channel,channel regulator,regulator activity,monoatomic,of monoatomic,monoatomic ion,ion transport,channel,ion channel,channel regulator,regulator activity,monoatomic,monoatomic ion,ion transport,monoatomic,of monoatomic,monoatomic ion,ion transport,function,function regulator,regulator activity,channel,channel regulator,regulator activity,of transport,transporter regulator,regulator activity"
IPR000274,"adenylate,cyclase,adenylate cyclase,class,class i,adenylate,cyclase,adenylate cyclase,cyclase activity,camp,camp biosynthetic,ribonucleotide,ribonucleotide metabolic,organophosphate,organophosphate metabolic,ribose,ribose phosphate,phosphate metabolic,purine,ribonucleotide,purine ribonucleotide,ribonucleotide metabolic,nucleotide metabolic,purine,ribonucleotide,purine ribonucleotide,ribonucleotide biosynthetic,purine,purine containing,cyclic nucleotide,nucleotide metabolic,containing small,camp,camp metabolic,phosphorus metabolic,phosphate metabolic,derivative metabolic,derivative biosynthetic,ribonucleotide,ribonucleotide biosynthetic,purine,cyclic purine,purine nucleotide,nucleotide metabolic,phosphate containing,camp,camp biosynthetic,cyclic nucleotide,nucleotide biosynthetic,cyclase,cyclase activity,ribose,ribose phosphate,phosphate biosynthetic,purine,purine nucleotide,nucleotide biosynthetic,purine,purine containing,phosphate biosynthetic,nucleotide biosynthetic,lyase,lyase activity,adenylate,cyclase,adenylate cyclase,cyclase activity,organophosphate,organophosphate biosynthetic,purine,purine nucleotide,nucleotide metabolic,oxygen,lyase,phosphorus oxygen,oxygen lyase,lyase activity"
IPR000276,"coupled,g protein,protein coupled,coupled receptor,rhodopsin,rhodopsin like,coupled,g protein,protein coupled,coupled receptor,receptor activity,coupled,pathway,g protein,protein coupled,coupled receptor,receptor signaling,signaling pathway,communication,cell communication,signal,transduction,signal transduction,transmembrane signaling,signaling receptor,receptor activity,transducer,molecular transducer,transducer activity,signaling receptor,receptor activity,coupled,pathway,g protein,protein coupled,coupled receptor,receptor signaling,signaling pathway,coupled,g protein,protein coupled,coupled receptor,receptor activity"
IPR000281,"helix,turn,helix,rpir,helix turn,turn helix,helix protein,protein rpir,binding transcription,transcription factor,factor activity,templated,of dna,dna templated,templated transcription,of rna,of biosynthetic,rna biosynthetic,of metabolic,templated,of dna,dna templated,templated transcription,of gene,of macromolecule,binding transcription,transcription factor,factor activity,of rna,rna biosynthetic,templated,dna templated,templated transcription,of primary,of macromolecule,of nucleobase,of nitrogen,transcription regulator,regulator activity"
IPR000283,"nadhubiquinone,nadhubiquinone oxidoreductase,75kda,75kda subunit,conserved,site,conserved site,nadh,dehydrogenase,ubiquinone,nadh dehydrogenase,dehydrogenase ubiquinone,ubiquinone activity,synthesis,coupled,electron,atp synthesis,synthesis coupled,coupled electron,electron transport,transmembrane transporter,transporter activity,respiratory,electron,chain,respiratory electron,electron transport,transport chain,generation,precursor,metabolites,and,energy,generation of,of precursor,precursor metabolites,metabolites and,and energy,nadph,on nadph,respiration,cellular respiration,nadph,on nadph,quinone,similar,acceptor,quinone or,or similar,similar compound,compound as,as acceptor,synthesis,coupled,electron,atp synthesis,synthesis coupled,coupled electron,electron transport,oxidoreduction,driven,active,oxidoreduction driven,driven active,active transmembrane,transmembrane transporter,transporter activity,active,active transmembrane,transmembrane transporter,transporter activity,active,primary active,active transmembrane,transmembrane transporter,transporter activity,oxidative,phosphorylation,oxidative phosphorylation,nadh,dehydrogenase,quinone,nadh dehydrogenase,dehydrogenase quinone,quinone activity,energy,derivation,by,oxidation,compounds,energy derivation,derivation by,by oxidation,oxidation of,of organic,organic compounds,transporter activity,electron,chain,electron transport,transport chain,nadh,dehydrogenase,nadh dehydrogenase,dehydrogenase activity,nadph,dehydrogenase,quinone,nadph dehydrogenase,dehydrogenase quinone,quinone activity,nadh,dehydrogenase,ubiquinone,nadh dehydrogenase,dehydrogenase ubiquinone,ubiquinone activity,aerobic,respiration,aerobic respiration,electron,transfer,electron transfer,transfer activity"
